,Symbol,Market,Name,s_Name
8103,TSCO,NASDAQ,Tractor Supply Co,tractor supply co
8104,GMAB,NASDAQ,Genmab A/S ADR,genmab a/s adr
8105,MTCH,NASDAQ,Match Group Inc,match group inc
8106,VRSN,NASDAQ,Verisign Inc,verisign inc
8107,NTRS,NASDAQ,Northern Trust Corp,northern trust corp
8108,ON,NASDAQ,ON Semiconductor Corp,on semiconductor corp
8109,FANG,NASDAQ,Diamondback Energy Inc,diamondback energy inc
8110,CDW,NASDAQ,CDW Corp,cdw corp
8111,LI,NASDAQ,Li Auto Inc ADR,li auto inc adr
8112,CINF,NASDAQ,Cincinnati Financial Corp,cincinnati financial corp
8113,ULTA,NASDAQ,Ulta Beauty Inc,ulta beauty inc
8114,ENPH,NASDAQ,Enphase Energy Inc,enphase energy inc
8115,OKTA,NASDAQ,Okta Inc Class A,okta inc class a
8116,SPLK,NASDAQ,Splunk Inc,splunk inc
8117,RYAAY,NASDAQ,Ryanair Holdings PLC ADR,ryanair holdings plc adr
8118,ZBRA,NASDAQ,Zebra Technologies Corp Class A,zebra technologies corp class a
8119,HBAN,NASDAQ,Huntington Bancshares Inc,huntington bancshares inc
8120,CEG,NASDAQ,Constellation Energy Corp,constellation energy corp
8121,ZI,NASDAQ,ZoomInfo Technologies Inc Class A,zoominfo technologies inc class a
8122,ALNY,NASDAQ,Alnylam Pharmaceuticals Inc,alnylam pharmaceuticals inc
8123,AKAM,NASDAQ,Akamai Technologies Inc,akamai technologies inc
8124,MPWR,NASDAQ,Monolithic Power Systems Inc,monolithic power systems inc
8125,SWKS,NASDAQ,Skyworks Solutions Inc,skyworks solutions inc
8126,TW,NASDAQ,Tradeweb Markets Inc Class A,tradeweb markets inc class a
8127,JBHT,NASDAQ,J B Hunt Transport Services Inc,j b hunt transport services inc
8128,PARA,NASDAQ,Paramount Global Class B,paramount global class b
8129,HOLX,NASDAQ,Hologic Inc,hologic inc
8130,PFG,NASDAQ,Principal Financial Group Inc,principal financial group inc
8131,ACGL,NASDAQ,Arch Capital Group Ltd,arch capital group ltd
8132,LBRDK,NASDAQ,Liberty Broadband Corp Series C,liberty broadband corp series c
8133,CHKP,NASDAQ,Check Point Software Technologies Ltd,check point software technologies ltd
8134,TER,NASDAQ,Teradyne Inc,teradyne inc
8135,STX,NASDAQ,Seagate Technology Holdings PLC,seagate technology holdings plc
8136,ICLR,NASDAQ,ICON PLC,icon plc
8137,SSNC,NASDAQ,SS&C Technologies Holdings Inc,ss&c technologies holdings inc
8138,DOCU,NASDAQ,DocuSign Inc,docusign inc
8139,NTAP,NASDAQ,NetApp Inc,netapp inc
8140,POOL,NASDAQ,Pool Corp,pool corp
8141,PODD,NASDAQ,Insulet Corp,insulet corp
8142,PPD,NASDAQ,PPD Inc,ppd inc
8143,STLD,NASDAQ,Steel Dynamics Inc,steel dynamics inc
8144,EXPD,NASDAQ,Expeditors International of Washington Inc,expeditors international of washington inc
8145,DISH,NASDAQ,DISH Network Corp Class A,dish network corp class a
8146,TRMB,NASDAQ,Trimble Inc,trimble inc
8147,INCY,NASDAQ,Incyte Corp,incyte corp
8148,ARGX,NASDAQ,argenx SE ADR,argenx se adr
8149,UAL,NASDAQ,United Airlines Holdings Inc,united airlines holdings inc
8150,BGNE,NASDAQ,Beigene Ltd ADR,beigene ltd adr
8151,SBNY,NASDAQ,Signature Bank,signature bank
8152,WDC,NASDAQ,Western Digital Corp,western digital corp
8153,LNT,NASDAQ,Alliant Energy Corp,alliant energy corp
8154,IEP,NASDAQ,Icahn Enterprises Units,icahn enterprises units
8155,WMG,NASDAQ,Warner Music Group Corp Class A,warner music group corp class a
8156,LPLA,NASDAQ,LPL Financial Holdings Inc,lpl financial holdings inc
8157,TECH,NASDAQ,Bio-Techne Corp,bio-techne corp
8158,XP,NASDAQ,Xp Inc Class A,xp inc class a
8159,ENTG,NASDAQ,Entegris Inc,entegris inc
8160,NLOK,NASDAQ,NortonLifeLock Inc,nortonlifelock inc
8161,BMRN,NASDAQ,Biomarin Pharmaceutical Inc,biomarin pharmaceutical inc
8162,HST,NASDAQ,Host Hotels & Resorts Inc,host hotels & resorts inc
8163,APP,NASDAQ,Applovin Corp Class A,applovin corp class a
8164,TTWO,NASDAQ,Take-Two Interactive Software Inc,take-two interactive software inc
8165,JKHY,NASDAQ,Jack Henry & Associates Inc,jack henry & associates inc
8166,LKQ,NASDAQ,LKQ Corp,lkq corp
8167,CZR,NASDAQ,Caesars Entertainment Inc,caesars entertainment inc
8168,CG,NASDAQ,Carlyle Group Inc,carlyle group inc
8169,CAR,NASDAQ,Avis Budget Group Inc,avis budget group inc
8170,SEDG,NASDAQ,Solaredge Technologies Inc,solaredge technologies inc
8171,APA,NASDAQ,APA Corp (US),apa corp (us)
8172,FWONK,NASDAQ,Liberty Media Corp Series C,liberty media corp series c
8173,TCOM,NASDAQ,Trip.com Group Ltd ADR,trip.com group ltd adr
8174,CHRW,NASDAQ,CH Robinson Worldwide Inc,ch robinson worldwide inc
8175,ABMD,NASDAQ,ABIOMED Inc,abiomed inc
8176,PLUG,NASDAQ,Plug Power Inc,plug power inc
8177,NICE,NASDAQ,Nice Ltd ADR,nice ltd adr
8178,ETSY,NASDAQ,ETSY Inc,etsy inc
8179,CTXS,NASDAQ,Citrix Systems Inc,citrix systems inc
8180,ROKU,NASDAQ,Roku Inc Class A,roku inc class a
8181,VTRS,NASDAQ,Viatris Inc,viatris inc
8182,NDSN,NASDAQ,Nordson Corp,nordson corp
8183,HAS,NASDAQ,Hasbro Inc,hasbro inc
8184,AAL,NASDAQ,American Airlines Group Inc,american airlines group inc
8185,REG,NASDAQ,Regency Centers Corp,regency centers corp
8186,BSY,NASDAQ,Bentley Systems Inc Class B,bentley systems inc class b
8187,QRVO,NASDAQ,Qorvo Inc,qorvo inc
8188,CGNX,NASDAQ,Cognex Corp,cognex corp
8189,HSIC,NASDAQ,Henry Schein Inc,henry schein inc
8190,FFIV,NASDAQ,F5 Inc,f5 inc
8191,FOXA,NASDAQ,Fox Corp Class A,fox corp class a
8192,PTC,NASDAQ,PTC Inc,ptc inc
8193,MORN,NASDAQ,Morningstar Inc,morningstar inc
8194,LYFT,NASDAQ,Lyft Inc Class A,lyft inc class a
8195,XM,NASDAQ,Qualtrics International Inc Class A,qualtrics international inc class a
8196,LOGI,NASDAQ,Logitech International SA,logitech international sa
8197,GLPI,NASDAQ,Gaming and Leisure Properties Inc,gaming and leisure properties inc
8198,LAMR,NASDAQ,Lamar Advertising Co Class A,lamar advertising co class a
8199,OTEX,NASDAQ,Open Text Corp,open text corp
8200,UHAL,NASDAQ,Amerco,amerco
8201,EXAS,NASDAQ,Exact Sciences Corp,exact sciences corp
8202,PCTY,NASDAQ,Paylocity Holding Corp,paylocity holding corp
8203,AZPN,NASDAQ,Aspen Technology Inc,aspen technology inc
8204,GRAB,NASDAQ,Grab Holdings Ltd Class A,grab holdings ltd class a
8205,EWBC,NASDAQ,East West Bancorp Inc,east west bancorp inc
8206,JAZZ,NASDAQ,Jazz Pharmaceuticals PLC,jazz pharmaceuticals plc
8207,DOX,NASDAQ,Amdocs Ltd,amdocs ltd
8208,MKTX,NASDAQ,Marketaxess Holdings Inc,marketaxess holdings inc
8209,CHK,NASDAQ,Chesapeake Energy Corp,chesapeake energy corp
8210,ARCC,NASDAQ,Ares Capital Corp,ares capital corp
8211,ZNGA,NASDAQ,Zynga Inc Class A,zynga inc class a
8212,HTZ,NASDAQ,Hertz Global Holdings Inc,hertz global holdings inc
8213,LSXMK,NASDAQ,Liberty Media Corp Series C,liberty media corp series c
8214,ESLT,NASDAQ,Elbit Systems Ltd,elbit systems ltd
8215,NWL,NASDAQ,Newell Brands Inc,newell brands inc
8216,HTHT,NASDAQ,Huazhu Group Ltd ADR,huazhu group ltd adr
8217,CREE,NASDAQ,Cree Inc,cree inc
8218,FCNCA,NASDAQ,First Citizens BancShares Inc (Delaware) Class A,first citizens bancshares inc (delaware) class a
8219,OLPX,NASDAQ,Olaplex Holdings Inc,olaplex holdings inc
8220,HCP,NASDAQ,HashiCorp Inc Class A,hashicorp inc class a
8221,FIVE,NASDAQ,Five Below Inc,five below inc
8222,CFLT,NASDAQ,Confluent Inc Class A,confluent inc class a
8223,XRAY,NASDAQ,DENTSPLY SIRONA Inc,dentsply sirona inc
8224,NBIX,NASDAQ,Neurocrine Biosciences Inc,neurocrine biosciences inc
8225,HOOD,NASDAQ,Robinhood Markets Inc Class A,robinhood markets inc class a
8226,RGLD,NASDAQ,Royal Gold Inc,royal gold inc
8227,AFRM,NASDAQ,Affirm Holdings Inc Class A,affirm holdings inc class a
8228,ZION,NASDAQ,Zions Bancorporation NA,zions bancorporation na
8229,CBSH,NASDAQ,Commerce Bancshares Inc,commerce bancshares inc
8230,BRKR,NASDAQ,Bruker Corp,bruker corp
8231,FOX,NASDAQ,Fox Corp Class B,fox corp class b
8232,PBCT,NASDAQ,People's United Financial Inc,people's united financial inc
8233,NFE,NASDAQ,New Fortress Energy Inc Class A,new fortress energy inc class a
8234,LBTYK,NASDAQ,Liberty Global PLC Class C,liberty global plc class c
8235,DBX,NASDAQ,Dropbox Inc Class A,dropbox inc class a
8236,MIDD,NASDAQ,Middleby Corp,middleby corp
8237,MANH,NASDAQ,Manhattan Associates Inc,manhattan associates inc
8238,NVCR,NASDAQ,Novocure Ltd,novocure ltd
8239,MRVI,NASDAQ,Maravai LifeSciences Holdings Inc Class A,maravai lifesciences holdings inc class a
8240,NVEI,NASDAQ,Nuvei Corp,nuvei corp
8241,AXON,NASDAQ,Axon Enterprise Inc,axon enterprise inc
8242,BILI,NASDAQ,Bilibili Inc ADR,bilibili inc adr
8243,CNXC,NASDAQ,Concentrix Corp,concentrix corp
8244,BZ,NASDAQ,Kanzhun Ltd ADR,kanzhun ltd adr
8245,WYNN,NASDAQ,Wynn Resorts Ltd,wynn resorts ltd
8246,TPG,NASDAQ,TPG Inc Class A,tpg inc class a
8247,UTHR,NASDAQ,United Therapeutics Corp,united therapeutics corp
8248,RGEN,NASDAQ,Repligen Corp,repligen corp
8249,NWSA,NASDAQ,News Corp Class A,news corp class a
8250,SEIC,NASDAQ,SEI Investments Co,sei investments co
8251,WSC,NASDAQ,Willscot Mobile Mini Holdings Corp Class A,willscot mobile mini holdings corp class a
8252,MAT,NASDAQ,Mattel Inc,mattel inc
8253,IAC,NASDAQ,IAC/Interactivecorp,iac/interactivecorp
8254,ERIE,NASDAQ,Erie Indemnity Co Class A,erie indemnity co class a
8255,CHDN,NASDAQ,Churchill Downs Inc,churchill downs inc
8256,TTEK,NASDAQ,Tetra Tech Inc,tetra tech inc
8257,CASY,NASDAQ,Caseys General Stores Inc,caseys general stores inc
8258,FSLR,NASDAQ,First Solar Inc,first solar inc
8259,GTLB,NASDAQ,GitLab Inc Class A,gitlab inc class a
8260,PAA,NASDAQ,Plains All American Pipeline Units,plains all american pipeline units
8261,FLEX,NASDAQ,Flex Ltd,flex ltd
8262,LECO,NASDAQ,Lincoln Electric Holdings Inc,lincoln electric holdings inc
8263,CACC,NASDAQ,Credit Acceptance Corp,credit acceptance corp
8264,CHNG,NASDAQ,Change Healthcare Inc,change healthcare inc
8265,Z,NASDAQ,Zillow Group Inc Class C,zillow group inc class c
8266,PLTK,NASDAQ,Playtika Holding Corp,playtika holding corp
8267,EXEL,NASDAQ,Exelixis Inc,exelixis inc
8268,DLO,NASDAQ,Dlocal Ltd Class A,dlocal ltd class a
8269,WWD,NASDAQ,Woodward Inc,woodward inc
8270,AVGOP,NASDAQ,BROADCOM Mandatory Conv Pref,broadcom mandatory conv pref
8271,FIVN,NASDAQ,Five9 Inc,five9 inc
8272,GNTX,NASDAQ,Gentex Corp,gentex corp
8273,SYNH,NASDAQ,Syneos Health Inc Class A,syneos health inc class a
8274,YNDX,NASDAQ,Yandex NV Class A,yandex nv class a
8275,GH,NASDAQ,Guardant Health Inc,guardant health inc
8276,EEFT,NASDAQ,Euronet Worldwide Inc,euronet worldwide inc
8277,FYBR,NASDAQ,Frontier Communications Parent Inc,frontier communications parent inc
8278,NXST,NASDAQ,Nexstar Media Group Inc Class A,nexstar media group inc class a
8279,PDCE,NASDAQ,PDC Energy Inc,pdc energy inc
8280,RCM,NASDAQ,R1 RCM Inc,r1 rcm inc
8281,COHR,NASDAQ,Coherent Inc,coherent inc
8282,COUP,NASDAQ,Coupa Software Inc,coupa software inc
8283,MASI,NASDAQ,Masimo Corp,masimo corp
8284,DOOO,NASDAQ,BRP Inc,brp inc
8285,LSCC,NASDAQ,Lattice Semiconductor Corp,lattice semiconductor corp
8286,MKSI,NASDAQ,MKS Instruments Inc,mks instruments inc
8287,PPC,NASDAQ,Pilgrims Pride Corp,pilgrims pride corp
8288,TNDM,NASDAQ,Tandem Diabetes Care Inc,tandem diabetes care inc
8289,IIVI,NASDAQ,II-VI Inc,ii-vi inc
8290,UPST,NASDAQ,Upstart Holdings Inc,upstart holdings inc
8291,WOOF,NASDAQ,Petco Health and Wellness Company Inc Class A,petco health and wellness company inc class a
8292,SRPT,NASDAQ,Sarepta Therapeutics Inc,sarepta therapeutics inc
8293,CYBR,NASDAQ,Cyberark Software Ltd,cyberark software ltd
8294,CDK,NASDAQ,CDK Global Inc,cdk global inc
8295,PTON,NASDAQ,Peloton Interactive Inc Class A,peloton interactive inc class a
8296,GDRX,NASDAQ,Goodrx Holdings Inc Class A,goodrx holdings inc class a
8297,REYN,NASDAQ,Reynolds Consumer Products Inc,reynolds consumer products inc
8298,MNDY,NASDAQ,Monday.Com Ltd,monday.com ltd
8299,TENB,NASDAQ,Tenable Holdings Inc,tenable holdings inc
8300,PENN,NASDAQ,Penn National Gaming Inc,penn national gaming inc
8301,ACHC,NASDAQ,Acadia Healthcare Company Inc,acadia healthcare company inc
8302,VLY,NASDAQ,Valley National Bancorp,valley national bancorp
8303,SWAV,NASDAQ,Shockwave Medical Inc,shockwave medical inc
8304,BPOP,NASDAQ,Popular Inc,popular inc
8305,OLED,NASDAQ,Universal Display Corp,universal display corp
8306,LITE,NASDAQ,Lumentum Holdings Inc,lumentum holdings inc
8307,PNFP,NASDAQ,Pinnacle Financial Partners Inc,pinnacle financial partners inc
8308,HALO,NASDAQ,Halozyme Therapeutics Inc,halozyme therapeutics inc
8309,SHC,NASDAQ,Sotera Health Co,sotera health co
8310,TXG,NASDAQ,10X Genomics Inc Class A,10x genomics inc class a
8311,VIRT,NASDAQ,Virtu Financial Inc Class A,virtu financial inc class a
8312,ASND,NASDAQ,Ascendis Pharma A/S ADR,ascendis pharma a/s adr
8313,LEGN,NASDAQ,Legend Biotech Corp ADR,legend biotech corp adr
8314,BOKF,NASDAQ,BOK Financial Corp,bok financial corp
8315,SSB,NASDAQ,SouthState Corp,southstate corp
8316,RPD,NASDAQ,Rapid7 Inc,rapid7 inc
8317,TWKS,NASDAQ,Thoughtworks Holding Inc,thoughtworks holding inc
8318,SYNA,NASDAQ,Synaptics Inc,synaptics inc
8319,AGNC,NASDAQ,AGNC Investment Corp,agnc investment corp
8320,FFIN,NASDAQ,First Financial Bankshares Inc,first financial bankshares inc
8321,TXRH,NASDAQ,Texas Roadhouse Inc,texas roadhouse inc
8322,DKNG,NASDAQ,DraftKings Inc Class A,draftkings inc class a
8323,IONS,NASDAQ,Ionis Pharmaceuticals Inc,ionis pharmaceuticals inc
8324,LSTR,NASDAQ,Landstar System Inc,landstar system inc
8325,PEGA,NASDAQ,Pegasystems Inc,pegasystems inc
8326,NTNX,NASDAQ,Nutanix Inc Class A,nutanix inc class a
8327,SGMS,NASDAQ,Scientific Games Corp,scientific games corp
8328,LFUS,NASDAQ,Littelfuse Inc,littelfuse inc
8329,FSV,NASDAQ,FirstService Corp,firstservice corp
8330,AZTA,NASDAQ,Azenta Inc,azenta inc
8331,SAIA,NASDAQ,Saia Inc,saia inc
8332,HQY,NASDAQ,Healthequity Inc,healthequity inc
8333,COLM,NASDAQ,Columbia Sportswear Co,columbia sportswear co
8334,MIME,NASDAQ,Mimecast Ltd,mimecast ltd
8335,QLYS,NASDAQ,Qualys Inc,qualys inc
8336,LHCG,NASDAQ,LHC Group Inc,lhc group inc
8337,TSEM,NASDAQ,Tower Semiconductor Ltd,tower semiconductor ltd
8338,EXPO,NASDAQ,Exponent Inc,exponent inc
8339,DSGX,NASDAQ,Descartes Systems Group Inc,descartes systems group inc
8340,SOFI,NASDAQ,SoFi Technologies Inc,sofi technologies inc
8341,PAAS,NASDAQ,Pan American Silver Corp,pan american silver corp
8342,OZK,NASDAQ,Bank Ozk,bank ozk
8343,MNDT,NASDAQ,Mandiant Inc,mandiant inc
8344,GDS,NASDAQ,GDS Holdings Ltd ADR,gds holdings ltd adr
8345,CIGI,NASDAQ,Colliers International Group Inc,colliers international group inc
8346,CCMP,NASDAQ,CMC Materials Inc,cmc materials inc
8347,ANAT,NASDAQ,American National Group Inc,american national group inc
8348,NATI,NASDAQ,National Instruments Corp,national instruments corp
8349,VG,NASDAQ,Vonage Holdings Corp,vonage holdings corp
8350,ICUI,NASDAQ,ICU Medical Inc,icu medical inc
8351,WTFC,NASDAQ,Wintrust Financial Corp,wintrust financial corp
8352,SIGI,NASDAQ,Selective Insurance Group Inc,selective insurance group inc
8353,SRCL,NASDAQ,Stericycle Inc,stericycle inc
8354,IART,NASDAQ,Integra Lifesciences Holdings Corp,integra lifesciences holdings corp
8355,MQ,NASDAQ,Marqeta Inc Class A,marqeta inc class a
8356,WB,NASDAQ,Weibo Corp ADR Class A,weibo corp adr class a
8357,HELE,NASDAQ,Helen of Troy Ltd,helen of troy ltd
8358,APLS,NASDAQ,Apellis Pharmaceuticals Inc,apellis pharmaceuticals inc
8359,NUTX,NASDAQ,Nutex Health Inc,nutex health inc
8360,FRSH,NASDAQ,Freshworks Inc Class A,freshworks inc class a
8361,RARE,NASDAQ,Ultragenyx Pharmaceutical Inc,ultragenyx pharmaceutical inc
8362,UFPI,NASDAQ,Ufp Industries Inc,ufp industries inc
8363,OMCL,NASDAQ,Omnicell Inc,omnicell inc
8364,ROLL,NASDAQ,RBC Bearings Inc,rbc bearings inc
8365,OPCH,NASDAQ,Option Care Health Inc,option care health inc
8366,SLM,NASDAQ,SLM Corp,slm corp
8367,ITCI,NASDAQ,Intra-Cellular Therapies Inc,intra-cellular therapies inc
8368,IPGP,NASDAQ,IPG Photonics Corp,ipg photonics corp
8369,SLAB,NASDAQ,Silicon Laboratories Inc,silicon laboratories inc
8370,AUR,NASDAQ,Aurora Innovation Inc Class A,aurora innovation inc class a
8371,SLGN,NASDAQ,Silgan Holdings Inc,silgan holdings inc
8372,VRNS,NASDAQ,Varonis Systems Inc,varonis systems inc
8373,BMBL,NASDAQ,Bumble Inc Class A,bumble inc class a
8374,RRR,NASDAQ,Red Rock Resorts Inc Class A,red rock resorts inc class a
8375,VNOM,NASDAQ,Viper Energy Partners Units,viper energy partners units
8376,FUTU,NASDAQ,Futu Holdings Ltd ADR,futu holdings ltd adr
8377,EXLS,NASDAQ,Exlservice Holdings Inc,exlservice holdings inc
8378,IRDM,NASDAQ,Iridium Communications Inc,iridium communications inc
8379,POWI,NASDAQ,Power Integrations Inc,power integrations inc
8380,UBSI,NASDAQ,United Bankshares Inc,united bankshares inc
8381,AMKR,NASDAQ,Amkor Technology Inc,amkor technology inc
8382,SGRY,NASDAQ,Surgery Partners Inc,surgery partners inc
8383,CERE,NASDAQ,Cerevel Therapeutics Holdings Inc Class A,cerevel therapeutics holdings inc class a
8384,ENSG,NASDAQ,Ensign Group Inc,ensign group inc
8385,LAZR,NASDAQ,Luminar Technologies Inc Class A,luminar technologies inc class a
8386,NOVT,NASDAQ,Novanta Inc,novanta inc
8387,KNTK,NASDAQ,Kinetik Holdings Inc Class A,kinetik holdings inc class a
8388,ALGM,NASDAQ,Allegro Microsystems Inc,allegro microsystems inc
8389,SSRM,NASDAQ,SSR Mining Inc,ssr mining inc
8390,ONB,NASDAQ,Old National Bancorp,old national bancorp
8391,MEDP,NASDAQ,Medpace Holdings Inc,medpace holdings inc
8392,COKE,NASDAQ,Coca-Cola Consolidated Inc,coca-cola consolidated inc
8393,CWST,NASDAQ,Casella Waste Systems Inc Class A,casella waste systems inc class a
8394,ALKS,NASDAQ,Alkermes Plc,alkermes plc
8395,UMBF,NASDAQ,UMB Financial Corp,umb financial corp
8396,MSTR,NASDAQ,Microstrategy Inc Class A,microstrategy inc class a
8397,NARI,NASDAQ,Inari Medical Inc,inari medical inc
8398,OPEN,NASDAQ,Opendoor Technologies Inc Class A,opendoor technologies inc class a
8399,PYCR,NASDAQ,Paycor HCM Inc,paycor hcm inc
8400,DRVN,NASDAQ,Driven Brands Holdings Inc,driven brands holdings inc
8401,LSXMA,NASDAQ,Liberty Media Corp Series A,liberty media corp series a
8402,WIX,NASDAQ,Wix.Com Ltd,wix.com ltd
8403,ALTR,NASDAQ,Altair Engineering Inc Class A,altair engineering inc class a
8404,PINC,NASDAQ,Premier Inc Class A,premier inc class a
8405,ARWR,NASDAQ,Arrowhead Pharmaceuticals Inc,arrowhead pharmaceuticals inc
8406,ZD,NASDAQ,Ziff Davis Inc,ziff davis inc
8407,FRPT,NASDAQ,Freshpet Inc,freshpet inc
8408,CHX,NASDAQ,ChampionX Corp,championx corp
8409,WEN,NASDAQ,Wendys Co,wendys co
8410,EVO,NASDAQ,Evotec SE ADR,evotec se adr
8411,AMED,NASDAQ,Amedisys Inc,amedisys inc
8412,LIVN,NASDAQ,LivaNova PLC,livanova plc
8413,CRUS,NASDAQ,Cirrus Logic Inc,cirrus logic inc
8414,TFSL,NASDAQ,TFS Financial Corp,tfs financial corp
8415,ESGR,NASDAQ,Enstar Group Ltd,enstar group ltd
8416,SPSC,NASDAQ,SPS Commerce Inc,sps commerce inc
8417,LANC,NASDAQ,Lancaster Colony Corp,lancaster colony corp
8418,HWC,NASDAQ,Hancock Whitney Corp,hancock whitney corp
8419,QDEL,NASDAQ,Quidel Corp,quidel corp
8420,SAFM,NASDAQ,Sanderson Farms Inc,sanderson farms inc
8421,RUN,NASDAQ,Sunrun Inc,sunrun inc
8422,CARG,NASDAQ,CarGurus Inc Class A,cargurus inc class a
8423,SMPL,NASDAQ,Simply Good Foods Co,simply good foods co
8424,BECN,NASDAQ,Beacon Roofing Supply Inc,beacon roofing supply inc
8425,OCDX,NASDAQ,Ortho Clinical Diagnostics Holdings PLC,ortho clinical diagnostics holdings plc
8426,FIZZ,NASDAQ,National Beverage Corp,national beverage corp
8427,JOBS,NASDAQ,51job Inc ADR,51job inc adr
8428,CRSP,NASDAQ,CRISPR Therapeutics AG,crispr therapeutics ag
8429,LBTYA,NASDAQ,Liberty Global PLC Class A,liberty global plc class a
8430,KNBE,NASDAQ,Knowbe4 Inc Class A,knowbe4 inc class a
8431,NCNO,NASDAQ,nCino Inc,ncino inc
8432,BCPC,NASDAQ,Balchem Corp,balchem corp
8433,GLPG,NASDAQ,Galapagos NV ADR,galapagos nv adr
8434,NWS,NASDAQ,News Corp Class B,news corp class b
8435,CROX,NASDAQ,Crocs Inc,crocs inc
8436,PECO,NASDAQ,Phillips Edison & Co Inc,phillips edison & co inc
8437,ZLAB,NASDAQ,Zai Lab Ltd ADR,zai lab ltd adr
8438,CELH,NASDAQ,Celsius Holdings Inc,celsius holdings inc
8439,PACW,NASDAQ,PacWest Bancorp,pacwest bancorp
8440,LNTH,NASDAQ,Lantheus Holdings Inc,lantheus holdings inc
8441,BL,NASDAQ,Blackline Inc,blackline inc
8442,BRZE,NASDAQ,Braze Inc Class A,braze inc class a
8443,AVT,NASDAQ,Avnet Inc,avnet inc
8444,BHF,NASDAQ,Brighthouse Financial Inc,brighthouse financial inc
8445,UMPQ,NASDAQ,Umpqua Holdings Corp,umpqua holdings corp
8446,IRTC,NASDAQ,iRhythm Technologies Inc,irhythm technologies inc
8447,ACT,NASDAQ,Enact Holdings Inc,enact holdings inc
8448,GLBE,NASDAQ,Global-E Online Ltd,global-e online ltd
8449,SMTC,NASDAQ,Semtech Corp,semtech corp
8450,MMSI,NASDAQ,Merit Medical Systems Inc,merit medical systems inc
8451,PCH,NASDAQ,Potlatchdeltic Corp,potlatchdeltic corp
8452,JAMF,NASDAQ,Jamf Holding Corp,jamf holding corp
8453,NTLA,NASDAQ,Intellia Therapeutics Inc,intellia therapeutics inc
8454,SRAD,NASDAQ,Sportradar Group AG Class A,sportradar group ag class a
8455,JBLU,NASDAQ,JetBlue Airways Corp,jetblue airways corp
8456,HLNE,NASDAQ,Hamilton Lane Inc Class A,hamilton lane inc class a
8457,PGNY,NASDAQ,Progyny Inc,progyny inc
8458,ABCM,NASDAQ,Abcam PLC ADR,abcam plc adr
8459,APPF,NASDAQ,Appfolio Inc Class A,appfolio inc class a
8460,MRTX,NASDAQ,Mirati Therapeutics Inc,mirati therapeutics inc
8461,GT,NASDAQ,Goodyear Tire & Rubber Co,goodyear tire & rubber co
8462,FIBK,NASDAQ,First Interstate BancSystem Inc Class A,first interstate bancsystem inc class a
8463,LESL,NASDAQ,Leslie's Inc,leslie's inc
8464,BPMC,NASDAQ,Blueprint Medicines Corp,blueprint medicines corp
8465,INDB,NASDAQ,Independent Bank Corp (Massachusetts),independent bank corp (massachusetts)
8466,KRTX,NASDAQ,Karuna Therapeutics Inc,karuna therapeutics inc
8467,NVAX,NASDAQ,Novavax Inc,novavax inc
8468,EBC,NASDAQ,Eastern Bankshares Inc,eastern bankshares inc
8469,NTRA,NASDAQ,Natera Inc,natera inc
8470,MTSI,NASDAQ,MACOM Technology Solutions Holdings Inc,macom technology solutions holdings inc
8471,MEOH,NASDAQ,Methanex Corp,methanex corp
8472,DH,NASDAQ,Definitive Healthcare Corp Class A,definitive healthcare corp class a
8473,TTEC,NASDAQ,TTEC Holdings Inc,ttec holdings inc
8474,APPN,NASDAQ,Appian Corp Class A,appian corp class a
8475,FOXF,NASDAQ,Fox Factory Holding Corp,fox factory holding corp
8476,SABR,NASDAQ,Sabre Corp,sabre corp
8477,VRNT,NASDAQ,Verint Systems Inc,verint systems inc
8478,AY,NASDAQ,Atlantica Sustainable Infrastructure PLC,atlantica sustainable infrastructure plc
8479,PZZA,NASDAQ,Papa John's International Inc,papa john's international inc
8480,SITM,NASDAQ,SiTime Corp,sitime corp
8481,NSIT,NASDAQ,Insight Enterprises Inc,insight enterprises inc
8482,PRFT,NASDAQ,Perficient Inc,perficient inc
8483,TRIP,NASDAQ,Tripadvisor Inc,tripadvisor inc
8484,CVT,NASDAQ,Cvent Holding Corp,cvent holding corp
8485,FCFS,NASDAQ,Firstcash Holdings Inc,firstcash holdings inc
8486,PTEN,NASDAQ,Patterson-UTI Energy Inc,patterson-uti energy inc
8487,MANT,NASDAQ,ManTech International Corp Class A,mantech international corp class a
8488,SHOO,NASDAQ,Steven Madden Ltd,steven madden ltd
8489,DUOL,NASDAQ,Duolingo Inc Class A,duolingo inc class a
8490,SFM,NASDAQ,Sprouts Farmers Market Inc,sprouts farmers market inc
8491,PCRX,NASDAQ,Pacira Biosciences Inc,pacira biosciences inc
8492,RKLB,NASDAQ,Rocket Lab USA Inc Class A,rocket lab usa inc class a
8493,MXL,NASDAQ,Maxlinear Inc,maxlinear inc
8494,VIAV,NASDAQ,Viavi Solutions Inc,viavi solutions inc
8495,CVBF,NASDAQ,CVB Financial Corp,cvb financial corp
8496,LFST,NASDAQ,Lifestance Health Group Inc,lifestance health group inc
8497,SPT,NASDAQ,Sprout Social Inc Class A,sprout social inc class a
8498,UCBI,NASDAQ,United Community Banks Inc,united community banks inc
8499,ASO,NASDAQ,Academy Sports and Outdoors Inc,academy sports and outdoors inc
8500,DIOD,NASDAQ,Diodes Inc,diodes inc
8501,MRCY,NASDAQ,Mercury Systems Inc,mercury systems inc
